,0
168," The Australian; Canberra, A.C.T."
169," The Australian; Canberra, A.C.T."
170," The Australian; Canberra, A.C.T."
171," The Courier - Mail; Brisbane, Qld."
172," The Courier - Mail; Brisbane, Qld."
173," The Canberra Times; Canberra, A.C.T."
174," The Canberra Times; Canberra, A.C.T."
175," The Canberra Times; Canberra, A.C.T."
176," The Canberra Times; Canberra, A.C.T."
177," The Canberra Times; Canberra, A.C.T."
178," The Canberra Times; Canberra, A.C.T."
179," The Canberra Times; Canberra, A.C.T."
180," The Canberra Times; Canberra, A.C.T."
181," Geelong Advertiser; Geelong, Vic."
182," The Daily Telegraph; Surry Hills, N.S.W."
183," The Daily Telegraph; Surry Hills, N.S.W."
184," The Daily Telegraph; Surry Hills, N.S.W."
185," The Age; Melbourne, Vic."
186," Herald Sun; Melbourne, Vic."
187," Sydney Morning Herald; Sydney, N.S.W."
188," The Age; Melbourne, Vic."
189," The Age; Melbourne, Vic."
190," The Age; Melbourne, Vic."
191," The Age; Melbourne, Vic."
192," The Age; Melbourne, Vic."
193," The Age; Melbourne, Vic."
194," The Courier - Mail; Brisbane, Qld."
195," Herald Sun; Melbourne, Vic."
196," The Age; Melbourne, Vic."
197," The Canberra Times; Canberra, A.C.T."
198," Weekend Australian; Canberra, A.C.T."
199," Weekend Australian; Canberra, A.C.T."
200," The Courier - Mail; Brisbane, Qld."
201," The Courier - Mail; Brisbane, Qld."
202," The Canberra Times; Canberra, A.C.T."
203," The Age; Melbourne, Vic."
204," The Courier - Mail (Online); Brisbane, Qld."
205," Sydney Morning Herald; Sydney, N.S.W."
206," The Canberra Times; Canberra, A.C.T."
207," The Canberra Times; Canberra, A.C.T."
208," The Daily Telegraph; Surry Hills, N.S.W."
209," Sunday Age; Melbourne, Vic."
210," The Standard; Warrnambool, Vic."
211," The Courier - Mail; Brisbane, Qld."
212," The Courier - Mail; Brisbane, Qld."
213," The Bendigo Advertiser; Bendigo, Vic."
214," The Bendigo Advertiser; Bendigo, Vic."
215," Advocate; Burnie, Tas."
216," The Australian; Canberra, A.C.T."
217," The Australian; Canberra, A.C.T."
218," The Australian; Canberra, A.C.T."
219," The Canberra Times; Canberra, A.C.T."
220," The Age; Melbourne, Vic."
221," News.com.au; Sydney, N.S.W."
222," The Northern Territory News; Darwin, N.T."
223," Geelong Advertiser; Geelong, Vic."
224," The Age; Melbourne, Vic."
225, Geelong Advertiser (Online); Geelong
226," The Courier - Mail; Brisbane, Qld."
227," Herald Sun; Melbourne, Vic."
228," Sunday Telegraph; Surry Hills, N.S.W."
229," The Courier - Mail; Brisbane, Qld."
230," Newcastle Herald; Newcastle, N.S.W."
231," Herald Sun; Melbourne, Vic."
232," Townsville Bulletin; Townsville, Qld."
233," The Australian; Canberra, A.C.T."
234," The Courier - Mail; Brisbane, Qld."
235," The Daily Advertiser; Wagga Wagga, N.S.W."
236," The Courier - Mail; Brisbane, Qld."
237," The Courier - Mail; Brisbane, Qld."
238," The Courier - Mail; Brisbane, Qld."
239," Weekend Australian; Canberra, A.C.T."
240," Sydney Morning Herald; Sydney, N.S.W."
241," The Mercury; Hobart Town, Tas."
242," The Australian; Canberra, A.C.T."
243," The Canberra Times; Canberra, A.C.T."
244," The Canberra Times; Canberra, A.C.T."
245," The Australian; Canberra, A.C.T."
246, The Mercury (Online); Hobart Town
247," The Courier; Ballarat, Vic."
248," Sydney Morning Herald; Sydney, N.S.W."
249," The Canberra Times; Canberra, A.C.T."
250," The Canberra Times; Canberra, A.C.T."
251," The Age; Melbourne, Vic."
252," Herald Sun; Melbourne, Vic."
253," Herald Sun; Melbourne, Vic."
254," Port Macquarie News; Port Macquarie, N.S.W."
255," The Age; Melbourne, Vic."
256," Sydney Morning Herald; Sydney, N.S.W."
257," The Australian; Canberra, A.C.T."
258," The Australian (Online); Canberra, A.C.T."
259," Herald Sun; Melbourne, Vic."
260," Weekend Australian; Canberra, A.C.T."
261," The Daily Telegraph; Surry Hills, N.S.W."
262," The Daily Telegraph; Surry Hills, N.S.W."
263," Illawarra Mercury; Wollongong, N.S.W."
264," Herald Sun; Melbourne, Vic."
265," Sun Herald; Sydney, N.S.W."
266," Sunday Age; Melbourne, Vic."
267," Sun Herald; Sydney, N.S.W."
268," The Daily Telegraph; Surry Hills, N.S.W."
269," The Daily Telegraph; Surry Hills, N.S.W."
270," The Canberra Times; Canberra, A.C.T."
271," The Canberra Times; Canberra, A.C.T."
272," Herald Sun; Melbourne, Vic."
273," Herald Sun; Melbourne, Vic."
274," Weekend Australian; Canberra, A.C.T."
275," Sydney Morning Herald; Sydney, N.S.W."
276," The Young Witness; Young, N.S.W."
277," The Age; Melbourne, Vic."
278," The Cowra Guardian; Cowra, N.S.W."
279," Central Western Daily; Orange, N.S.W."
280," The Canberra Times; Canberra, A.C.T."
281," The Canberra Times; Canberra, A.C.T."
282," Herald Sun; Melbourne, Vic."
283," The Northern Territory News; Darwin, N.T."
284," Herald Sun; Melbourne, Vic."
285," Herald Sun; Melbourne, Vic."
286," The Australian (Online); Canberra, A.C.T."
287," Herald Sun; Melbourne, Vic."
288," The Age; Melbourne, Vic."
289," Herald Sun; Melbourne, Vic."
290," Herald Sun; Melbourne, Vic."
291," Herald Sun; Melbourne, Vic."
292," Herald Sun; Melbourne, Vic."
293," The Age; Melbourne, Vic."
294," Townsville Bulletin; Townsville, Qld."
295," Herald Sun; Melbourne, Vic."
296," The Gold Coast Bulletin; Southport, Qld."
297," The Age; Melbourne, Vic."
298," Sydney Morning Herald; Sydney, N.S.W."
299," The Age; Melbourne, Vic."
300," Herald Sun; Melbourne, Vic."
301," The Australian (Online); Canberra, A.C.T."
302, Herald Sun (Online); Melbourne
303, Townsville Bulletin (Online); Townsville
304," The Courier - Mail; Brisbane, Qld."
305," The Courier - Mail; Brisbane, Qld."
306," The Courier - Mail; Brisbane, Qld."
307," The Courier - Mail; Brisbane, Qld."
308, The Mercury (Online); Hobart Town
309," The Age; Melbourne, Vic."
310," The Australian (Online); Canberra, A.C.T."
311," The Courier - Mail (Online); Brisbane, Qld."
312," The Courier - Mail (Online); Brisbane, Qld."
313," The Courier - Mail (Online); Brisbane, Qld."
314," News.com.au; Sydney, N.S.W."
315," News.com.au; Sydney, N.S.W."
316," The Australian (Online); Canberra, A.C.T."
317," Geelong Advertiser; Geelong, Vic."
318," News.com.au; Sydney, N.S.W."
319," The Australian (Online); Canb erra, A.C.T."
320," The Daily Telegraph (Online); Surrey Hills, N.S.W."
321," The Australian (Online); Canberra, A.C.T."
322, The Cairns Post (Online); Cairns
323," The Australian (Online); Canberra, A.C.T."
324, Herald Sun (Online); Melbourne
325," The Courier - Mail (Online); Brisbane, Qld."
326," The Courier - Mail; Brisbane, Qld."
327," The Cairns Post; Cairns, Qld."
328," The Canberra Times; Canberra, A.C.T."
329," The Canberra Times; Canberra, A.C.T."
330," News.com.au; Sydney, N.S.W."
331," The Age; Melbourne, Vic."
332," News.com.au; Sydney, N.S.W."
333," The Australian (Online); Canberra, A.C.T."
334," The Examiner; Launceston, Tas."
335," Sunday Age; Melbourne, Vic."
336," Weekend Australian; Canberra, A.C.T."
337," The Australian ( Online); Canberra, A.C.T."
338," The Australian (Online); Canberra, A.C.T."
339," News.com.au; Sydney, N.S.W."
340," The Courier - Mail; Brisbane, Qld."
341," The Courier - Mail; Brisbane, Qld."
342," The Courier - Mail; Brisbane, Qld."
343," Weekend Australian; Canberra, A.C.T."
344," Weekend Australian; Canberra, A.C.T."
345," The Daily Telegraph (Online); Surrey Hills, N.S.W."
346," News.com.au; Sydney, N.S.W."
347," The Australian (Online); Canberra, A.C.T."
348," The Australian (Online); Canberra, A.C.T."
349," Sun Herald; Sydney, N.S.W."
350," The Australian (Online); Canberra, A.C.T."
351," The Australian (Online); Canberra, A.C.T."
352," The Advertiser; Adelaide, S. Aust."
353," The Advertiser; Adelaide, S. Aust."
354," The Australian (Online); Canberra, A.C.T."
355," The Australian (Online); Canberra, A.C.T."
356," The Australian (Online); Canberra, A.C.T."
357," The Australian; Canberra, A.C.T."
358," The Daily Telegraph (Online); Surrey Hills, N.S.W."
359," Herald Sun; Melbourne, Vic."
360," The Australian; Canberra, A.C.T."
361," The Australian; Canberra, A.C.T."
362," The Australian; Canberra, A.C.T."
363," Herald Sun; Melbourne, Vic."
364," The Australian (Online); Canberra, A.C.T."
365, The Advertiser (Online); Adelaide
366," Sunday Age; Melbourne, Vic."
367," Sydney Morning Herald; Sydney, N.S.W."
368," The Age; Melbourne, Vic."
369," The Australian (Online); Canberra, A.C.T."
370," The Australian (Online); Canberra, A.C.T."
371," The Australian (Online); Canberra, A.C.T."
372," The Australian (Online); Canberra, A.C.T."
373," The Age; Melbourne, Vic."
374," The Australian (Online); Canberra, A.C.T."
375, Herald Sun (Online); Melbourne
376," Herald Sun; Melbourne, Vic."
377," Herald Sun; Melbourne, Vic."
378," Weekend Australian; Canberra, A.C.T."
379," Herald Sun; Melbourne, Vic."
380," Herald Sun; Melbourne, Vic."
381," Weekend Australian; Canberra, A.C.T."
382," The Daily Telegraph; Surry Hills, N.S.W."
383," The Australian; Canberra, A.C.T."
384," The Daily Telegraph; Surry Hills, N.S.W."
385," The Daily Telegraph; Surry Hills, N.S.W."
386," The Courier; Ballarat, Vic."
387," The Courier; Ballarat, Vic."
388," The Courier; Ballarat, Vic."
389," The Courier; Ballara t, Vic."
390," Sunday Age; Melbourne, Vic."
391," The Canberra Times; Canberra, A.C.T."
392," The Canberra Times; Canberra, A.C.T."
393," The Canberra Times; Canberra, A.C.T."
394," The Australian; Canberra, A.C.T."
395," The Age; Melbourne, Vic."
396," Weekend Australian; Canberra, A.C.T."
397," Weekend Australian; Canberra, A.C.T."
398," The Australian; Canberra, A.C.T."
399," The Australian; Canberra, A.C.T."
400," The Canberra Times; Canberra, A.C.T."
401," The Canberra Times; Canberra, A.C.T."
402," The Canberra Times; Canberra, A.C.T."
403," The Australian; Canberra, A.C.T."
404," The Australian; Canberra, A.C.T."
405," The Canberra Times; Canberra, A.C.T."
406," The Canberra Times; Canberra, A.C.T."
407," Herald Sun; Melbourne, Vic."
408," The Australian; Canberra, A.C.T."
409," The Canberra Times; Canberra, A.C.T."
410," The Canberra Times; Canberra, A.C.T."
411," The Courier - Mail; Brisbane, Qld."
412," The Courier - Mail; Brisbane, Qld."
413," Townsville Bulletin; Townsville, Qld."
414," The Cairns Post; Cairns, Qld."
415," Geelong Advertiser; Geelong, Vic."
416," The Gold Coast Bulletin; Southport, Qld."
417," Sun Herald; Sydney, N.S.W."
418," The Northern Territory News; Darwin, N.T."
419," Sunday Telegraph; Surry Hills, N.S.W."
420," The Courier - Mail; Brisbane, Qld."
421," Herald Sun; Melbourne, Vic."
422," Sunday Tasmanian; Hobart Town, Tas."
423," The Advertiser; Adelaide, S. Aust."
424," Sydney Morning Herald; Sydney, N.S.W."
425," The Age; Melbourne, Vic."
426," The Advertiser; Adelaide, S. Aust."
427," Maitland Mercury; Maitland, N.S.W."
428," The Canberra Times; Canberra, A.C.T."
429," The Canberra Times; Canberra, A.C.T."
430," The Advertiser; Adelaide, S. Aust."
431," The Canberra Times; Canberra, A.C.T."
432," The Canberra Times; Canberra, A.C.T."
433," The Canberra Times; Canberra, A.C.T."
434," The Gold Coast Bulletin; Southport, Qld."
435," The Australian; Canberra, A.C.T."
436," The Australian; Canberra, A.C.T."
437," The Australian; Canberra, A.C.T."
438," Sydney Morning Herald; Sydney, N.S.W."
439," Herald Sun; Melbourne, Vic."
440," The Canberra Times; Canberra, A.C.T."
441," The Canberra Times; Canberra, A.C.T."
442," The Canberra Times; Canberra, A.C.T."
443," The Canberra Times; Canberra, A.C.T."
444," The Canberra Times; Canberra, A.C.T."
445," Sydney Morning Herald; Sydney, N.S.W."
446," The Canberra Times; Canberra, A.C.T."
447," The Canberra Times; Canberra, A.C.T."
448," The Age; Melbourne, Vic."
449," Sydney Morning Herald; Sydney, N.S.W."
450," The Canberra Times; Canberra, A.C.T."
451," The Canberra Times; Canberra, A.C.T."
452," Herald Sun; Melbourne, Vic."
453," The Canberra Times; Canberra, A.C.T."
454," The Canberra Times; Canberra, A.C.T."
455," The Australian (Online); Canberra, A.C.T."
456," The Age; Melbourne, Vic."
457," Sydney Morning Herald; Sydney, N.S.W."
458," Sunday Age; Melbourne, Vic."
459," Sydney Morning Herald; Sydney, N.S.W."
460," Newcastle Herald; Newcastle, N.S.W."
461," The Australian; Canberra, A.C.T."
462," The Canberra Times; Canberra, A.C.T."
463," The Canberra Times; Canberra, A.C.T."
464," Sydney Morning Herald; Sydney, N.S.W."
465," The Australian; Canberra, A.C.T."
466," The Age; Melbourne, Vic."
467," Sydney Morning Herald; Sydney, N.S.W."
468," Herald Sun; Melbourne, Vic."
469," Weekend Australian; Canberra, A.C.T."
470," Port Stephens Examiner; Raymond Terrace, N.S.W."
471," The Canberra Times; Canberra, A.C.T."
472," The Canberra Times; Canberra, A.C.T."
473," Sydney Morning Herald; Sydney, N.S.W."
474," The Age; Melbourne, Vic."
475," The Canberra Times; Canberra, A.C.T."
476," The Canberra Times; Canberra, A.C.T."
477," The Canberra Times; Canberra, A.C.T."
478," The Canberra Times; Canberra, A.C.T."
479," The Australian (Online); Canberra, A.C.T."
480," Sydney Morning Herald; Sydney, N.S.W."
481," The Daily Telegraph; Surry Hills, N.S.W."
482," The Canberra Times; Canberra, A.C.T."
483," The Canberra Times; Canberra, A.C.T."
484," The Mercury; Hobart Town, Tas."
485," Sydney Morning Herald; Sydney, N.S.W."
486," Weekend Australian; Canberra, A.C.T."
487," The Australian; Canberra, A.C.T."
488," Herald Sun; Melbourne, Vic."
489," Newcastle Herald; Newcastle, N.S.W."
490," The Canberra Times; Canberra, A.C.T."
491," The Canberra Times; Canberra, A.C.T."
492," The Canberra Times; Canberra, A.C.T."
493," Herald Sun; Melbourne, Vic."
494," The Daily Telegraph; Surry Hills, N.S.W."
495," The Daily Telegraph; Surry Hills, N.S.W."
496," The Daily Telegraph; Surry Hills, N.S.W."
497," Herald Sun; Melbourne, Vic."
498," The Australian; Canberra, A.C.T."
499," The Australian; Canberra, A.C.T."
500," The Australian; Canberra, A.C.T."
501," The Australian; Canberra, A.C.T."
502," The Australian; Canberra, A.C.T."
503," The Age; Melbourne, Vic."
504, The Gold Coast Bulletin (Online); Southport
505," The Age; Melbourne, Vic."
506," Mudgee Guardian and Gulgong Advertiser; Mudgee, N.S.W."
507," The Young Witness; Young, N.S.W."
508," The Daily Telegraph; Surry Hills, N.S.W."
509," The Daily Telegraph; Surry Hills, N.S.W."
510," The Cowra Guardian; Cowra, N.S.W."
511," The Daily Telegraph (Online); Surrey Hills, N.S.W."
512," Milton Ulladulla Times; Ulladulla, N.S.W."
513," South Coast Register; Nowra, N.S.W."
514," Southern Highland News; Bowral, N.S.W."
515," Narooma News; Narooma, N.S.W."
516," Goulburn Post; Goulburn, N.S.W."
517," The Daily Telegraph; Surry Hills, N.S.W."
518," The Daily Telegraph; Surry Hills, N.S.W."
519," Sunday Age; Melbourne, Vic."
520," The Courier - Mail; Brisbane, Qld."
521," The Courier - Mail; Brisbane, Qld."
522," The Bendigo Advertiser; Bendigo, Vic."
523," The Age; Melbourne, Vic."
524," Herald Sun; Melbourne, Vic."
525," The Daily Telegraph; Surry Hills, N.S.W."
526," Sydney Morning Herald; Sydney, N.S.W."
527," The Australian; Canberra, A.C.T."
528," The Australian; Canberra, A.C.T."
529," The Australian; Canberra, A.C.T."
530," The Cairns Post; Cairns, Qld."
531," Sydney Morning Herald; Sydney, N.S.W."
532," The Courier - Mail; Brisbane, Qld."
533," The Australian; Canberra, A.C.T."
534," News.com.au; Sydney, N.S.W."
535," The Australian; Canberra, A.C.T."
536," The Courier - Mail; Brisbane, Qld."
537," The Courier - Mail; Brisbane, Qld."
538," The Courier - Mail; Brisbane, Qld."
539," Weekend Australian; Canberra, A.C.T."
540," The Daily Telegraph; Surry Hills, N.S.W."
541," The Courier - Mail (Online); Brisbane, Qld."
542," The Courier; Ballarat, Vic."
543," The Australian (Online); Canberra, A.C.T."
544," The Courier - Mail (Online); Brisbane, Qld."
545," Sydney Morning Herald; Sydney, N.S.W."
546," The Daily Telegraph (Online); Surrey Hills, N.S.W."
547," The Gold Coast Bulletin; Southport, Qld."
548, Herald Sun (Online); Melbo urne
549," The Australian (Online); Canberra, A.C.T."
550," The Courier - Mail (Online); Brisbane, Qld."
551," Weekend Australian; Canberra, A.C.T."
552," Newcastle Herald; Newcastle, N.S.W."
553," Newcastle Herald; Newcastle, N.S.W."
554," Newcastle Herald; Newcastle, N.S.W."
555," Newcastle Herald; Newcastle, N.S.W."
556," The Canberra Times; Canberra, A.C.T."
557," The Canberra Times; Canberra, A.C.T."
558," The Canberra Times; Canberra, A.C.T."
559," The Canberra Times; Canberra, A.C.T."
560," The Canberra Times; Canberra, A.C.T."
561," The Advertiser; Adelaide, S. Aust."
562," The Australian; Canberra, A.C.T."
563," The Age; Melbourne, Vic."
564," Herald Sun; Melbourne, Vic."
565," Herald Sun; Melbourne, Vic."
566," Herald Sun; Melbourne, Vic."
567," Weekend Australian; Canberra, A.C.T."
568," Weekend Australian; Canberra, A.C.T."
569," The Examiner; Launceston, Tas."
570," The Age; Melbourne, Vic."
571," The Age; Melbourne, Vic."
572," Sydney Morning Herald; Sydney, N.S.W."
573," The Australian (Online); Canberra, A.C.T."
574, The Gold Coast Bulletin (Online); Southport
575, The Gold Coast Bulletin (Online); Southport
576, The Gold Coast Bulletin (Online); Southport
577," The Age; Melbourne, Vic."
578," The Age; Melbourne, Vic."
579," The Age; Melbourne, Vic."
580," Herald Sun; Melbourne, Vic."
581," Herald Sun; Melbourne, Vic."
582," The Australian; Canberra, A.C.T."
583," The Australian; Canberra, A.C.T."
584," The Northern Territory News; Darwin, N.T."
585," The Daily Telegraph; Surry Hills, N.S.W."
586," The Daily Telegraph; Surry Hills, N.S.W."
587," The Age; Melbourne, Vic."
588," The Australian; Canberra, A.C.T."
589," Sydney Morning Herald; Sydney, N.S.W."
590," The Age; Melbourne, Vic."
591," Sydney Morning Herald; Sydney, N.S.W."
592," Sydney Morning Herald; Sydney, N.S.W."
593," The Age; Melbourne, Vic."
594," The Australian; Canberra, A.C.T."
595," The Australian; Canberra, A.C.T."
596," The Australian; Canberra, A.C.T."
597," Sydney Morning Herald; Sydney, N.S.W."
598," Sydney Morning Herald; Sydney, N.S.W."
599," The Age; Melbourne, Vic."
600," The Australian; Canberra, A.C.T."
601," The Australian; Canberra, A.C.T."
602," The Age; Melbourne, Vic."
603," The Age; Melbourne, Vic."
604," The Daily Telegraph (Online); Surrey Hills, N.S.W."
605," The Australian (Online); Canberra, A.C.T."
606," The Courier - Mail; Brisbane, Qld."
607," The Daily Telegraph; Surry Hills, N.S.W."
608," The Courier - Mail; Brisbane, Qld."
609," The Courier - Mail; Brisbane, Qld."
610," The Age; Melbourne, Vic."
611, Herald Sun (Online); Melbourne
612," The Courier - Mail (Online); Brisbane, Qld."
613," News.com.au; Sydney, N.S.W."
614," The Courier - Mail (Online); Brisbane, Qld."
615," Sydney Morning Herald; Sydney, N.S.W."
616, Herald Sun (Online); Melbourne
617," The Australian (Online); Canberra, A.C.T."
618, Herald Sun (Online); Melbourne
619," News.com.au; Sydney, N.S.W."
620," Sydney Morning Herald; Sydney, N.S.W."
621," The Australian (Online); Canberra, A.C.T."
622," The Canberra Times; Canberra, A.C.T."
623," The Canberra Times; Canberra, A.C.T."
624," News.com.au; Sydney, N.S.W."
625," The Australian; Canberra, A.C.T."
626," The Australian; Canberra, A.C.T."
627," The Age; Melbourne, Vic."
628," Sydney Morning Herald; Sydney, N.S.W."
629," The Australian (Online); Canberra, A.C.T."
630," News.com.au; Sydney, N.S.W."
631," News.com.au; Sydney, N.S.W."
632," News.com.au; Sydney, N.S.W."
633," News.com.au; Sydney, N.S.W."
634," News.com.au; Sydney, N.S.W."
635," The Courier - Mail (Online); Brisbane, Qld."
636, Herald Sun (Online); Melbourne
637," Newcastle Herald; Newcastle, N.S.W."
638," Newcastle Herald; Newcastle, N.S.W."
639," News.com.au; Sydney, N.S.W."
640," The Daily Telegraph (Online); Surrey Hills, N.S.W."
641," The Australian (Online); Canberra, A.C.T."
642," The Australian (Online); Canberra, A.C.T."
643," The Canberra Times; Canberra, A.C.T."
644," The Canberra Times; Canberra, A.C.T."
645," The Age; Melbourne, Vic."
646," The Australian (Online); Canberra, A.C.T."
647," News.com.au; Sydney, N.S.W."
648," The Age; Melbourne, Vic."
649," The Australian (Online); Canberra, A.C.T."
650," The Australian; Canberra, A.C.T."
651," The Australian; Canberra, A.C.T."
